"ID_ADRESY"	"ULICE"	"CISLO_ORIENTACNI"	"CISLO_POPISNE"	"PSC"	"NAZEV"
353	1	380	31.12.19 16:10:42,000000000	2
353	1	380	06.01.20 17:02:31,000000000	15
353	1	380	07.01.20 18:26:53,000000000	10
353	1	380	09.01.20 11:48:22,000000000	10
353	1	380	19.01.20 11:37:31,000000000	7
353	1	380	29.01.20 21:03:08,000000000	14
353	1	380	31.01.20 20:22:11,000000000	4
353	1	380	06.02.20 21:13:59,000000000	3
353	1	380	08.02.20 15:59:51,000000000	13
353	1	380	12.02.20 16:31:35,000000000	3
353	1	380	20.02.20 20:53:06,000000000	3
353	1	380	27.02.20 18:16:02,000000000	7
353	1	380	11.03.20 19:39:35,000000000	11
353	1	380	23.03.20 16:30:46,000000000	11
353	1	380	01.04.20 16:09:53,000000000	10
353	1	380	02.04.20 13:01:54,000000000	2
353	1	380	13.04.20 20:11:19,000000000	15
353	1	380	15.04.20 17:44:17,000000000	3
353	1	380	01.05.20 14:36:18,000000000	9
353	1	380	05.05.20 15:28:56,000000000	14
353	1	380	11.05.20 20:01:17,000000000	3
353	1	380	16.05.20 11:16:38,000000000	6
353	1	380	23.05.20 12:20:07,000000000	14
353	1	380	24.05.20 12:19:17,000000000	9
353	1	380	28.05.20 14:38:58,000000000	12
353	1	380	18.06.20 16:13:22,000000000	4
353	1	380	20.06.20 10:38:21,000000000	13
353	1	380	20.06.20 17:05:10,000000000	4
353	1	380	22.06.20 13:57:11,000000000	10
353	1	380	22.06.20 20:03:57,000000000	6
353	1	380	22.06.20 20:24:50,000000000	7
353	1	380	28.06.20 12:32:49,000000000	15
353	1	380	10.07.20 19:00:28,000000000	12
353	1	380	11.07.20 16:45:07,000000000	9
353	1	380	25.07.20 11:30:09,000000000	12
353	1	380	04.08.20 12:33:38,000000000	6
353	1	380	08.08.20 10:58:24,000000000	8
353	1	380	11.08.20 15:10:42,000000000	2
353	1	380	17.08.20 16:02:31,000000000	15
353	1	380	18.08.20 17:26:53,000000000	10
353	1	380	20.08.20 10:48:22,000000000	10
353	1	380	30.08.20 10:37:31,000000000	7
353	1	380	09.09.20 20:03:08,000000000	14
353	1	380	10.09.20 19:22:11,000000000	4
353	1	380	16.09.20 20:13:59,000000000	3
353	1	380	18.09.20 14:59:51,000000000	13
353	1	380	22.09.20 15:31:35,000000000	3
353	1	380	02.10.20 19:53:06,000000000	3
353	1	380	09.10.20 17:16:02,000000000	7
353	1	380	24.10.20 18:39:35,000000000	11
353	1	380	05.11.20 16:30:46,000000000	11
353	1	380	14.11.20 16:09:53,000000000	10
353	1	380	15.11.20 13:01:54,000000000	2
353	1	380	26.11.20 20:11:19,000000000	15
353	1	380	28.11.20 17:44:17,000000000	3
353	1	380	14.12.20 14:36:18,000000000	9
353	1	380	18.12.20 15:28:56,000000000	14
353	1	380	24.12.20 20:01:17,000000000	3
353	1	380	29.12.20 11:16:38,000000000	6
353	1	380	05.01.21 12:20:07,000000000	14
353	1	380	06.01.21 12:19:17,000000000	9
353	1	380	10.01.21 15:38:58,000000000	12
353	1	380	01.02.21 17:13:22,000000000	4
353	1	380	03.02.21 11:38:21,000000000	13
353	1	380	03.02.21 18:05:10,000000000	4
353	1	380	05.02.21 14:57:11,000000000	10
353	1	380	05.02.21 21:03:57,000000000	6
353	1	380	05.02.21 21:24:50,000000000	7
353	1	380	11.02.21 13:32:49,000000000	15
353	1	380	23.02.21 20:00:28,000000000	12
353	1	380	24.02.21 17:45:07,000000000	9
353	1	380	07.03.21 12:30:09,000000000	12
353	1	380	17.03.21 13:33:38,000000000	6
353	1	380	21.03.21 11:58:24,000000000	8
353	1	380	24.03.21 16:10:42,000000000	2
353	1	380	30.03.21 17:02:31,000000000	15
353	1	380	31.03.21 18:26:53,000000000	10
353	1	380	02.04.21 11:48:22,000000000	10
353	1	380	12.04.21 11:37:31,000000000	7
353	1	380	22.04.21 21:03:08,000000000	14
353	1	380	23.04.21 20:22:11,000000000	4
353	1	878	18.05.17 19:38:45,000000000	5
353	1	878	23.05.17 20:51:27,000000000	5
353	1	878	06.06.17 15:40:48,000000000	9
353	1	878	09.06.17 15:19:55,000000000	8
353	1	878	14.06.17 10:57:35,000000000	2
353	1	878	14.06.17 20:44:54,000000000	2
353	1	878	15.06.17 13:56:22,000000000	4
353	1	878	16.06.17 17:15:12,000000000	2
353	1	878	04.07.17 10:46:43,000000000	13
353	1	878	18.07.17 11:29:19,000000000	6
353	1	878	18.07.17 13:34:39,000000000	12
353	1	878	18.08.17 12:01:04,000000000	11
353	1	878	27.08.17 12:00:14,000000000	5
353	1	878	29.08.17 10:25:50,000000000	12
353	1	878	29.08.17 14:16:25,000000000	14
353	1	878	03.09.17 12:21:08,000000000	6
353	1	878	12.09.17 11:07:37,000000000	14
353	1	878	19.09.17 16:32:36,000000000	8
353	1	878	19.09.17 20:13:09,000000000	12
353	1	878	30.09.17 17:25:14,000000000	13
353	1	878	13.10.17 11:08:26,000000000	6
353	1	878	29.10.17 11:05:46,000000000	3
353	1	878	05.11.17 17:12:32,000000000	13
353	1	878	13.11.17 13:52:52,000000000	10
353	1	878	10.12.17 15:59:01,000000000	7
353	1	878	22.12.17 12:39:21,000000000	4
353	1	878	27.12.17 20:10:30,000000000	9
353	1	878	29.01.18 14:56:22,000000000	4
353	1	878	17.02.18 11:46:43,000000000	13
353	1	878	28.02.18 12:29:19,000000000	6
353	1	878	28.02.18 14:34:39,000000000	12
353	1	878	31.03.18 13:01:04,000000000	11
353	1	878	09.04.18 13:00:14,000000000	5
353	1	878	11.04.18 11:25:50,000000000	12
353	1	878	11.04.18 15:16:25,000000000	14
353	1	878	16.04.18 13:21:08,000000000	6
353	1	878	25.04.18 12:07:37,000000000	14
353	1	878	02.05.18 17:32:36,000000000	8
353	1	878	02.05.18 21:13:09,000000000	12
353	1	878	11.05.18 18:25:14,000000000	13
353	1	878	24.05.18 12:08:26,000000000	6
353	1	878	09.06.18 10:05:46,000000000	3
353	1	878	16.06.18 16:12:32,000000000	13
353	1	878	24.06.18 12:52:52,000000000	10
353	1	878	21.07.18 14:59:01,000000000	7
353	1	878	02.08.18 11:39:21,000000000	4
353	1	878	07.08.18 19:10:30,000000000	9
353	1	878	09.09.18 13:56:22,000000000	4
353	1	878	27.09.18 10:46:43,000000000	13
353	1	878	13.10.18 11:29:19,000000000	6
353	1	878	13.10.18 13:34:39,000000000	12
353	1	878	13.11.18 13:01:04,000000000	11
353	1	878	22.11.18 13:00:14,000000000	5
353	1	878	24.11.18 11:25:50,000000000	12
353	1	878	24.11.18 15:16:25,000000000	14
353	1	878	29.11.18 13:21:08,000000000	6
353	1	878	08.12.18 12:07:37,000000000	14
353	1	878	15.12.18 17:32:36,000000000	8
353	1	878	15.12.18 21:13:09,000000000	12
353	1	878	24.12.18 18:25:14,000000000	13
353	1	878	06.01.19 12:08:26,000000000	6
353	1	878	22.01.19 11:05:46,000000000	3
353	1	878	29.01.19 17:12:32,000000000	13
353	1	878	07.02.19 13:52:52,000000000	10
353	1	878	03.03.19 15:59:01,000000000	7
353	1	878	15.03.19 12:39:21,000000000	4
353	1	878	20.03.19 20:10:30,000000000	9
353	1	878	22.04.19 14:56:22,000000000	4
353	1	878	10.05.19 11:46:43,000000000	13
353	1	878	24.05.19 12:29:19,000000000	6
353	1	878	24.05.19 14:34:39,000000000	12
353	1	878	24.06.19 12:01:04,000000000	11
353	1	878	03.07.19 12:00:14,000000000	5
353	1	878	05.07.19 10:25:50,000000000	12
353	1	878	05.07.19 14:16:25,000000000	14
353	1	878	10.07.19 12:21:08,000000000	6
353	1	878	19.07.19 11:07:37,000000000	14
353	1	878	26.07.19 16:32:36,000000000	8
353	1	878	26.07.19 20:13:09,000000000	12
353	1	878	04.08.19 17:25:14,000000000	13
353	1	878	17.08.19 11:08:26,000000000	6
353	1	878	02.09.19 10:05:46,000000000	3
353	1	878	09.09.19 16:12:32,000000000	13
353	1	878	17.09.19 12:52:52,000000000	10
353	1	878	15.10.19 14:59:01,000000000	7
353	1	878	27.10.19 12:39:21,000000000	4
353	1	878	01.11.19 20:10:30,000000000	9
353	1	878	04.12.19 14:56:22,000000000	4
353	1	878	22.12.19 11:46:43,000000000	13
353	1	878	05.01.20 12:29:19,000000000	6
353	1	878	05.01.20 14:34:39,000000000	12
353	1	878	06.02.20 13:01:04,000000000	11
353	1	878	15.02.20 13:00:14,000000000	5
353	1	878	17.02.20 11:25:50,000000000	12
353	1	878	17.02.20 15:16:25,000000000	14
353	1	878	22.02.20 13:21:08,000000000	6
353	1	878	29.02.20 12:07:37,000000000	14
353	1	878	07.03.20 17:32:36,000000000	8
353	1	878	07.03.20 21:13:09,000000000	12
353	1	878	16.03.20 18:25:14,000000000	13
353	1	878	29.03.20 12:08:26,000000000	6
353	1	878	14.04.20 11:05:46,000000000	3
353	1	878	21.04.20 17:12:32,000000000	13
353	1	878	29.04.20 13:52:52,000000000	10
353	1	878	26.05.20 15:59:01,000000000	7
353	1	878	07.06.20 11:39:21,000000000	4
353	1	878	12.06.20 19:10:30,000000000	9
353	1	878	15.07.20 13:56:22,000000000	4
353	1	878	02.08.20 10:46:43,000000000	13
353	1	878	16.08.20 11:29:19,000000000	6
353	1	878	16.08.20 13:34:39,000000000	12
353	1	878	16.09.20 12:01:04,000000000	11
353	1	878	25.09.20 12:00:14,000000000	5
353	1	878	27.09.20 10:25:50,000000000	12
353	1	878	27.09.20 14:16:25,000000000	14
353	1	878	04.10.20 12:21:08,000000000	6
353	1	878	13.10.20 11:07:37,000000000	14
353	1	878	20.10.20 16:32:36,000000000	8
353	1	878	20.10.20 20:13:09,000000000	12
353	1	878	29.10.20 17:25:14,000000000	13
353	1	878	11.11.20 12:08:26,000000000	6
353	1	878	27.11.20 11:05:46,000000000	3
353	1	878	04.12.20 17:12:32,000000000	13
353	1	878	12.12.20 13:52:52,000000000	10
353	1	878	08.01.21 15:59:01,000000000	7
353	1	878	20.01.21 12:39:21,000000000	4
353	1	878	25.01.21 20:10:30,000000000	9
353	1	878	28.02.21 14:56:22,000000000	4
353	1	878	15.03.21 11:46:43,000000000	13
353	1	878	29.03.21 12:29:19,000000000	6
353	1	878	29.03.21 14:34:39,000000000	12
353	3	613	17.05.17 11:35:27,000000000	160
353	3	613	17.05.17 14:23:22,000000000	160
353	3	613	20.05.17 13:09:51,000000000	80
353	3	613	07.06.17 19:29:19,000000000	40
353	3	613	08.06.17 19:30:08,000000000	100
353	3	613	22.06.17 18:36:41,000000000	140
353	3	613	14.07.17 20:21:56,000000000	100
353	3	613	15.08.17 18:58:23,000000000	60
353	3	613	15.08.17 19:40:10,000000000	80
353	3	613	16.08.17 13:12:31,000000000	120
353	3	613	18.08.17 11:06:22,000000000	140
353	3	613	20.08.17 12:41:36,000000000	140
353	3	613	02.09.17 15:49:35,000000000	60
353	3	613	02.09.17 16:42:13,000000000	120
353	3	613	03.09.17 11:17:13,000000000	20
353	3	613	15.09.17 13:54:17,000000000	140
353	3	613	15.09.17 14:36:04,000000000	160
353	3	613	16.09.17 20:52:51,000000000	80
353	3	613	19.09.17 17:54:54,000000000	120
353	3	613	21.09.17 16:41:23,000000000	60
353	3	613	23.09.17 13:01:39,000000000	80
353	3	613	26.09.17 11:48:08,000000000	160
353	3	613	27.09.17 15:28:41,000000000	60
353	3	613	27.09.17 16:31:21,000000000	80
353	3	613	07.10.17 18:05:46,000000000	160
353	3	613	12.10.17 19:51:01,000000000	120
353	3	613	19.10.17 16:00:26,000000000	100
353	3	613	27.11.17 14:22:32,000000000	80
353	3	613	27.11.17 21:11:55,000000000	120
353	3	613	02.12.17 15:46:55,000000000	40
353	3	613	08.12.17 21:32:48,000000000	140
353	3	613	18.12.17 18:34:50,000000000	20
353	3	613	28.12.17 12:27:15,000000000	160
353	3	613	28.12.17 18:34:01,000000000	120
353	3	613	31.12.17 17:52:14,000000000	100
353	3	613	31.12.17 20:08:25,000000000	40
353	3	613	05.01.18 14:33:24,000000000	120
353	3	613	20.01.18 17:21:19,000000000	100
353	3	613	24.01.18 11:24:35,000000000	120
353	3	613	05.02.18 19:36:41,000000000	140
353	3	613	27.02.18 21:21:56,000000000	100
353	3	613	28.03.18 19:58:23,000000000	60
353	3	613	28.03.18 20:40:10,000000000	80
353	3	613	29.03.18 14:12:31,000000000	120
353	3	613	31.03.18 12:06:22,000000000	140
353	3	613	02.04.18 13:41:36,000000000	140
353	3	613	15.04.18 16:49:35,000000000	60
353	3	613	15.04.18 17:42:13,000000000	120
353	3	613	16.04.18 12:17:13,000000000	20
353	3	613	28.04.18 14:54:17,000000000	140
353	3	613	28.04.18 15:36:04,000000000	160
353	3	613	29.04.18 21:52:51,000000000	80
353	3	613	02.05.18 18:54:54,000000000	120
353	3	613	04.05.18 17:41:23,000000000	60
353	3	613	06.05.18 14:01:39,000000000	80
353	3	613	09.05.18 12:48:08,000000000	160
353	3	613	10.05.18 16:28:41,000000000	60
353	3	613	10.05.18 17:31:21,000000000	80
353	3	613	18.05.18 19:05:46,000000000	160
353	3	613	23.05.18 20:51:01,000000000	120
353	3	613	30.05.18 17:00:26,000000000	100
353	3	613	08.07.18 13:22:32,000000000	80
353	3	613	08.07.18 20:11:55,000000000	120
353	3	613	13.07.18 14:46:55,000000000	40
353	3	613	19.07.18 20:32:48,000000000	140
353	3	613	29.07.18 17:34:50,000000000	20
353	3	613	08.08.18 11:27:15,000000000	160
353	3	613	08.08.18 17:34:01,000000000	120
353	3	613	11.08.18 16:52:14,000000000	100
353	3	613	11.08.18 19:08:25,000000000	40
353	3	613	16.08.18 13:33:24,000000000	120
353	3	613	31.08.18 16:21:19,000000000	100
353	3	613	04.09.18 10:24:35,000000000	120
353	3	613	15.09.18 18:36:41,000000000	140
353	3	613	09.10.18 20:21:56,000000000	100
353	3	613	10.11.18 19:58:23,000000000	60
353	3	613	10.11.18 20:40:10,000000000	80
353	3	613	11.11.18 14:12:31,000000000	120
353	3	613	13.11.18 12:06:22,000000000	140
353	3	613	15.11.18 13:41:36,000000000	140
353	3	613	28.11.18 16:49:35,000000000	60
353	3	613	28.11.18 17:42:13,000000000	120
353	3	613	29.11.18 12:17:13,000000000	20
353	3	613	11.12.18 14:54:17,000000000	140
353	3	613	11.12.18 15:36:04,000000000	160
353	3	613	12.12.18 21:52:51,000000000	80
353	3	613	15.12.18 18:54:54,000000000	120
353	3	613	17.12.18 17:41:23,000000000	60
353	3	613	19.12.18 14:01:39,000000000	80
353	3	613	22.12.18 12:48:08,000000000	160
353	3	613	23.12.18 16:28:41,000000000	60
353	3	613	23.12.18 17:31:21,000000000	80
353	3	613	31.12.18 19:05:46,000000000	160
353	3	613	05.01.19 20:51:01,000000000	120
353	3	613	12.01.19 17:00:26,000000000	100
353	3	613	21.02.19 14:22:32,000000000	80
353	3	613	21.02.19 21:11:55,000000000	120
353	3	613	26.02.19 15:46:55,000000000	40
353	3	613	01.03.19 21:32:48,000000000	140
353	3	613	11.03.19 18:34:50,000000000	20
353	3	613	21.03.19 12:27:15,000000000	160
353	3	613	21.03.19 18:34:01,000000000	120
353	3	613	24.03.19 17:52:14,000000000	100
353	3	613	24.03.19 20:08:25,000000000	40
353	3	613	29.03.19 14:33:24,000000000	120
353	3	613	13.04.19 17:21:19,000000000	100
353	3	613	17.04.19 11:24:35,000000000	120
353	3	613	28.04.19 19:36:41,000000000	140
353	3	613	20.05.19 21:21:56,000000000	100
353	3	613	21.06.19 18:58:23,000000000	60
353	3	613	21.06.19 19:40:10,000000000	80
353	3	613	22.06.19 13:12:31,000000000	120
353	3	613	24.06.19 11:06:22,000000000	140
353	3	613	26.06.19 12:41:36,000000000	140
353	3	613	09.07.19 15:49:35,000000000	60
353	3	613	09.07.19 16:42:13,000000000	120
353	3	613	10.07.19 11:17:13,000000000	20
353	3	613	22.07.19 13:54:17,000000000	140
353	3	613	22.07.19 14:36:04,000000000	160
353	3	613	23.07.19 20:52:51,000000000	80
353	3	613	26.07.19 17:54:54,000000000	120
353	3	613	28.07.19 16:41:23,000000000	60
353	3	613	30.07.19 13:01:39,000000000	80
353	3	613	02.08.19 11:48:08,000000000	160
353	3	613	03.08.19 15:28:41,000000000	60
353	3	613	03.08.19 16:31:21,000000000	80
353	3	613	11.08.19 18:05:46,000000000	160
353	3	613	16.08.19 19:51:01,000000000	120
353	3	613	23.08.19 16:00:26,000000000	100
353	3	613	02.10.19 13:22:32,000000000	80
353	3	613	02.10.19 20:11:55,000000000	120
353	3	613	07.10.19 14:46:55,000000000	40
353	3	613	13.10.19 20:32:48,000000000	140
353	3	613	23.10.19 17:34:50,000000000	20
353	3	613	02.11.19 12:27:15,000000000	160
353	3	613	02.11.19 18:34:01,000000000	120
353	3	613	05.11.19 17:52:14,000000000	100
353	3	613	05.11.19 20:08:25,000000000	40
353	3	613	10.11.19 14:33:24,000000000	120
353	3	613	25.11.19 17:21:19,000000000	100
353	3	613	29.11.19 11:24:35,000000000	120
353	3	613	10.12.19 19:36:41,000000000	140
353	3	613	01.01.20 21:21:56,000000000	100
353	3	613	03.02.20 19:58:23,000000000	60
353	3	613	03.02.20 20:40:10,000000000	80
353	3	613	04.02.20 14:12:31,000000000	120
353	3	613	06.02.20 12:06:22,000000000	140
353	3	613	08.02.20 13:41:36,000000000	140
353	3	613	21.02.20 16:49:35,000000000	60
353	3	613	21.02.20 17:42:13,000000000	120
353	3	613	22.02.20 12:17:13,000000000	20
353	3	613	03.03.20 14:54:17,000000000	140
353	3	613	03.03.20 15:36:04,000000000	160
353	3	613	04.03.20 21:52:51,000000000	80
353	3	613	07.03.20 18:54:54,000000000	120
353	3	613	09.03.20 17:41:23,000000000	60
353	3	613	11.03.20 14:01:39,000000000	80
353	3	613	14.03.20 12:48:08,000000000	160
353	3	613	15.03.20 16:28:41,000000000	60
353	3	613	15.03.20 17:31:21,000000000	80
353	3	613	23.03.20 19:05:46,000000000	160
353	3	613	28.03.20 20:51:01,000000000	120
353	3	613	04.04.20 17:00:26,000000000	100
353	3	613	13.05.20 14:22:32,000000000	80
353	3	613	13.05.20 21:11:55,000000000	120
353	3	613	18.05.20 15:46:55,000000000	40
353	3	613	24.05.20 21:32:48,000000000	140
353	3	613	03.06.20 17:34:50,000000000	20
353	3	613	13.06.20 11:27:15,000000000	160
353	3	613	13.06.20 17:34:01,000000000	120
353	3	613	16.06.20 16:52:14,000000000	100
353	3	613	16.06.20 19:08:25,000000000	40
353	3	613	21.06.20 13:33:24,000000000	120
353	3	613	06.07.20 16:21:19,000000000	100
353	3	613	10.07.20 10:24:35,000000000	120
353	3	613	21.07.20 18:36:41,000000000	140
353	3	613	12.08.20 20:21:56,000000000	100
353	3	613	13.09.20 18:58:23,000000000	60
353	3	613	13.09.20 19:40:10,000000000	80
353	3	613	14.09.20 13:12:31,000000000	120
353	3	613	16.09.20 11:06:22,000000000	140
353	3	613	18.09.20 12:41:36,000000000	140
353	3	613	03.10.20 15:49:35,000000000	60
353	3	613	03.10.20 16:42:13,000000000	120
353	3	613	04.10.20 11:17:13,000000000	20
353	3	613	16.10.20 13:54:17,000000000	140
353	3	613	16.10.20 14:36:04,000000000	160
353	3	613	17.10.20 20:52:51,000000000	80
353	3	613	20.10.20 17:54:54,000000000	120
353	3	613	22.10.20 16:41:23,000000000	60
353	3	613	24.10.20 13:01:39,000000000	80
353	3	613	27.10.20 11:48:08,000000000	160
353	3	613	28.10.20 15:28:41,000000000	60
353	3	613	28.10.20 16:31:21,000000000	80
353	3	613	05.11.20 19:05:46,000000000	160
353	3	613	10.11.20 20:51:01,000000000	120
353	3	613	17.11.20 17:00:26,000000000	100
353	3	613	26.12.20 14:22:32,000000000	80
353	3	613	26.12.20 21:11:55,000000000	120
353	3	613	31.12.20 15:46:55,000000000	40
353	3	613	06.01.21 21:32:48,000000000	140
353	3	613	16.01.21 18:34:50,000000000	20
353	3	613	26.01.21 12:27:15,000000000	160
353	3	613	26.01.21 18:34:01,000000000	120
353	3	613	29.01.21 17:52:14,000000000	100
353	3	613	29.01.21 20:08:25,000000000	40
353	3	613	04.02.21 14:33:24,000000000	120
353	3	613	19.02.21 17:21:19,000000000	100
353	3	613	23.02.21 11:24:35,000000000	120
353	3	613	03.03.21 19:36:41,000000000	140
353	3	613	25.03.21 21:21:56,000000000	100
353	4	37	18.05.17 15:34:46,000000000	40
353	4	37	23.05.17 16:59:09,000000000	140
353	4	37	28.05.17 17:01:48,000000000	20
353	4	37	29.05.17 19:48:54,000000000	100
353	4	37	07.06.17 11:25:57,000000000	40
353	4	37	09.06.17 15:06:31,000000000	100
353	4	37	12.06.17 19:59:46,000000000	140
353	4	37	23.06.17 19:17:10,000000000	60
353	4	37	25.06.17 13:53:00,000000000	20
353	4	37	14.07.17 16:20:02,000000000	160
353	4	37	25.07.17 18:15:20,000000000	80
353	4	37	30.07.17 13:00:22,000000000	120
353	4	37	29.08.17 13:11:13,000000000	160
353	4	37	31.08.17 14:24:44,000000000	80
353	4	37	08.09.17 10:34:09,000000000	60
353	4	37	19.09.17 14:23:55,000000000	160
353	4	37	25.09.17 14:03:02,000000000	160
353	4	37	26.09.17 13:32:06,000000000	20
353	4	37	02.10.17 12:50:20,000000000	160
353	4	37	22.10.17 16:50:57,000000000	140
353	4	37	24.10.17 14:45:38,000000000	80
353	4	37	24.10.17 19:28:01,000000000	80
353	4	37	09.11.17 17:30:04,000000000	140
353	4	37	14.11.17 17:09:11,000000000	120
353	4	37	20.11.17 12:15:56,000000000	80
353	4	37	02.12.17 12:47:40,000000000	120
353	4	37	10.12.17 21:30:41,000000000	120
353	4	37	26.12.17 13:49:30,000000000	80
353	4	37	03.01.18 21:09:48,000000000	100
353	4	37	07.01.18 18:54:26,000000000	80
353	4	37	12.01.18 19:46:15,000000000	60
353	4	37	31.01.18 18:32:44,000000000	160
353	4	37	06.02.18 20:17:10,000000000	60
353	4	37	08.02.18 14:53:00,000000000	20
353	4	37	27.02.18 17:20:02,000000000	160
353	4	37	07.03.18 19:15:20,000000000	80
353	4	37	12.03.18 14:00:22,000000000	120
353	4	37	11.04.18 14:11:13,000000000	160
353	4	37	13.04.18 15:24:44,000000000	80
353	4	37	21.04.18 11:34:09,000000000	60
353	4	37	02.05.18 15:23:55,000000000	160
353	4	37	08.05.18 15:03:02,000000000	160
353	4	37	09.05.18 14:32:06,000000000	20
353	4	37	13.05.18 13:50:20,000000000	160
353	4	37	02.06.18 16:50:57,000000000	140
353	4	37	04.06.18 14:45:38,000000000	80
353	4	37	04.06.18 19:28:01,000000000	80
353	4	37	20.06.18 16:30:04,000000000	140
353	4	37	25.06.18 16:09:11,000000000	120
353	4	37	01.07.18 11:15:56,000000000	80
353	4	37	13.07.18 11:47:40,000000000	120
353	4	37	21.07.18 20:30:41,000000000	120
353	4	37	06.08.18 12:49:30,000000000	80
353	4	37	14.08.18 20:09:48,000000000	100
353	4	37	18.08.18 17:54:26,000000000	80
353	4	37	23.08.18 18:46:15,000000000	60
353	4	37	10.09.18 17:32:44,000000000	160
353	4	37	16.09.18 19:17:10,000000000	60
353	4	37	18.09.18 13:53:00,000000000	20
353	4	37	09.10.18 16:20:02,000000000	160
353	4	37	20.10.18 18:15:20,000000000	80
353	4	37	25.10.18 13:00:22,000000000	120
353	4	37	24.11.18 14:11:13,000000000	160
353	4	37	26.11.18 15:24:44,000000000	80
353	4	37	04.12.18 11:34:09,000000000	60
353	4	37	15.12.18 15:23:55,000000000	160
353	4	37	21.12.18 15:03:02,000000000	160
353	4	37	22.12.18 14:32:06,000000000	20
353	4	37	26.12.18 13:50:20,000000000	160
353	4	37	15.01.19 17:50:57,000000000	140
353	4	37	17.01.19 15:45:38,000000000	80
353	4	37	17.01.19 20:28:01,000000000	80
353	4	37	03.02.19 17:30:04,000000000	140
353	4	37	08.02.19 17:09:11,000000000	120
353	4	37	14.02.19 12:15:56,000000000	80
353	4	37	26.02.19 12:47:40,000000000	120
353	4	37	03.03.19 21:30:41,000000000	120
353	4	37	19.03.19 13:49:30,000000000	80
353	4	37	27.03.19 21:09:48,000000000	100
353	4	37	31.03.19 18:54:26,000000000	80
353	4	37	05.04.19 19:46:15,000000000	60
353	4	37	23.04.19 18:32:44,000000000	160
353	4	37	29.04.19 20:17:10,000000000	60
353	4	37	01.05.19 14:53:00,000000000	20
353	4	37	20.05.19 17:20:02,000000000	160
353	4	37	31.05.19 18:15:20,000000000	80
353	4	37	05.06.19 13:00:22,000000000	120
353	4	37	05.07.19 13:11:13,000000000	160
353	4	37	07.07.19 14:24:44,000000000	80
353	4	37	15.07.19 10:34:09,000000000	60
353	4	37	26.07.19 14:23:55,000000000	160
353	4	37	01.08.19 14:03:02,000000000	160
353	4	37	02.08.19 13:32:06,000000000	20
353	4	37	06.08.19 12:50:20,000000000	160
353	4	37	26.08.19 16:50:57,000000000	140
353	4	37	28.08.19 14:45:38,000000000	80
353	4	37	28.08.19 19:28:01,000000000	80
353	4	37	13.09.19 16:30:04,000000000	140
353	4	37	18.09.19 16:09:11,000000000	120
353	4	37	24.09.19 11:15:56,000000000	80
353	4	37	07.10.19 11:47:40,000000000	120
353	4	37	15.10.19 20:30:41,000000000	120
353	4	37	31.10.19 13:49:30,000000000	80
353	4	37	08.11.19 21:09:48,000000000	100
353	4	37	12.11.19 18:54:26,000000000	80
353	4	37	17.11.19 19:46:15,000000000	60
353	4	37	05.12.19 18:32:44,000000000	160
353	4	37	11.12.19 20:17:10,000000000	60
353	4	37	13.12.19 14:53:00,000000000	20
353	4	37	01.01.20 17:20:02,000000000	160
353	4	37	12.01.20 19:15:20,000000000	80
353	4	37	17.01.20 14:00:22,000000000	120
353	4	37	17.02.20 14:11:13,000000000	160
353	4	37	19.02.20 15:24:44,000000000	80
353	4	37	27.02.20 11:34:09,000000000	60
353	4	37	07.03.20 15:23:55,000000000	160
353	4	37	13.03.20 15:03:02,000000000	160
353	4	37	14.03.20 14:32:06,000000000	20
353	4	37	18.03.20 13:50:20,000000000	160
353	4	37	07.04.20 17:50:57,000000000	140
353	4	37	09.04.20 15:45:38,000000000	80
353	4	37	09.04.20 20:28:01,000000000	80
353	4	37	25.04.20 17:30:04,000000000	140
353	4	37	30.04.20 17:09:11,000000000	120
353	4	37	06.05.20 12:15:56,000000000	80
353	4	37	18.05.20 12:47:40,000000000	120
353	4	37	26.05.20 21:30:41,000000000	120
353	4	37	11.06.20 12:49:30,000000000	80
353	4	37	19.06.20 20:09:48,000000000	100
353	4	37	23.06.20 17:54:26,000000000	80
353	4	37	28.06.20 18:46:15,000000000	60
353	4	37	16.07.20 17:32:44,000000000	160
353	4	37	22.07.20 19:17:10,000000000	60
353	4	37	24.07.20 13:53:00,000000000	20
353	4	37	12.08.20 16:20:02,000000000	160
353	4	37	23.08.20 18:15:20,000000000	80
353	4	37	28.08.20 13:00:22,000000000	120
353	4	37	27.09.20 13:11:13,000000000	160
353	4	37	01.10.20 14:24:44,000000000	80
353	4	37	09.10.20 10:34:09,000000000	60
353	4	37	20.10.20 14:23:55,000000000	160
353	4	37	26.10.20 14:03:02,000000000	160
353	4	37	27.10.20 13:32:06,000000000	20
353	4	37	31.10.20 13:50:20,000000000	160
353	4	37	20.11.20 17:50:57,000000000	140
353	4	37	22.11.20 15:45:38,000000000	80
353	4	37	22.11.20 20:28:01,000000000	80
353	4	37	08.12.20 17:30:04,000000000	140
353	4	37	13.12.20 17:09:11,000000000	120
353	4	37	19.12.20 12:15:56,000000000	80
353	4	37	31.12.20 12:47:40,000000000	120
353	4	37	08.01.21 21:30:41,000000000	120
353	4	37	24.01.21 13:49:30,000000000	80
353	4	37	02.02.21 21:09:48,000000000	100
353	4	37	06.02.21 18:54:26,000000000	80
353	4	37	11.02.21 19:46:15,000000000	60
353	4	37	28.02.21 18:32:44,000000000	160
